
"Nombre";"Monto";"Titulo";
"Renee";"Senior Staff";83169.0;
"Venkatesan";"Senior Staff";77074.0;
"Roddy";"Senior Staff";118905.0;
"Stamatina";"Senior Staff";99108.0;
"Aloke";"Senior Staff";76224.0;
"Ottavia";"Senior Staff";97720.0;
"Pranjal";"Senior Staff";87400.0;
"Ferdinand";"Senior Staff";80955.0;
"Ortrud";"Staff";93180.0;
"Gregory";"Senior Staff";80645.0;
"Arco";"Senior Staff";55452.0;
"Zine";"Senior Staff";82320.0;
"Neven";"Staff";85199.0;
"Jeanna";"Staff";98235.0;
"Yurij";"Staff";74193.0;
"Ennio";"Senior Staff";97234.0;
"Baocai";"Staff";79007.0;
"Sorina";"Senior Staff";110555.0;
"Bader";"Senior Staff";102110.0;
"Bogdan";"Staff";81247.0;
"Marie";"Senior Staff";109161.0;
"Guther";"Senior Staff";112250.0;
"Parke";"Senior Staff";107732.0;
"Ghassan";"Senior Staff";112045.0;
"Mohamadou";"Senior Staff";115252.0;
"Adhemar";"Senior Staff";73349.0;
"Utpal";"Senior Staff";65159.0;
"Unal";"Senior Staff";119281.0;
"Sverrir";"Senior Staff";75393.0;
"Shahaf";"Senior Staff";94119.0;
"Sanjai";"Senior Staff";101110.0;
"Takushi";"Senior Staff";82480.0;
"Rildo";"Staff";98987.0;
"Moheb";"Senior Staff";115736.0;
"Shih";"Staff";95768.0;
"Gretta";"Senior Staff";91457.0;
"Anwar";"Senior Staff";97160.0;
"Shrikanth";"Senior Staff";80091.0;
"Marco";"Senior Staff";93916.0;
"Heather";"Senior Staff";82718.0;
"Jolita";"Senior Staff";113579.0;
"Susumu";"Senior Staff";70270.0;
"Mototsugu";"Staff";78599.0;
"Jiafu";"Senior Staff";79317.0;
"Adil";"Senior Staff";80986.0;
"Takahiro";"Senior Staff";99415.0;
"Slavian";"Staff";98327.0;
"Gio";"Senior Staff";105896.0;
"Yuichiro";"Senior Staff";105798.0;
"Palash";"Senior Staff";111414.0;
"Wilmer";"Senior Staff";73127.0;
"Sakthirel";"Senior Staff";109427.0;
"Ekawit";"Senior Staff";91445.0;
"Billie";"Senior Staff";72009.0;
"Adin";"Senior Staff";107808.0;
"Along";"Senior Staff";118464.0;
"Kasturi";"Senior Staff";121132.0;
"Sachem";"Senior Staff";91667.0;
"Malu";"Senior Staff";87802.0;
"Phuoc";"Senior Staff";87859.0;
"Bouchung";"Senior Staff";109396.0;
"Arco";"Senior Staff";107137.0;
"Sachin";"Senior Staff";117058.0;
"Freyja";"Senior Staff";94408.0;
"Fabrizio";"Senior Staff";79520.0;
"Janche";"Senior Staff";90905.0;
"Duke";"Senior Staff";89896.0;
"Yonghoan";"Senior Staff";105356.0;
"Chriss";"Senior Staff";114282.0;
"Domenico";"Senior Staff";72097.0;
"Przemyslawa";"Staff";82477.0;
"Marke";"Senior Staff";64345.0;
"Phule";"Senior Staff";112926.0;
"Subhada";"Staff";77595.0;
"Mingsen";"Senior Staff";94574.0;
"Jayesh";"Staff";83942.0;
"Sumant";"Senior Staff";82077.0;
"Yurij";"Senior Staff";83041.0;
"Keiichiro";"Senior Staff";79341.0;
"Cordelia";"Senior Staff";78092.0;
"Sadegh";"Senior Staff";99185.0;
"Eirik";"Senior Staff";74130.0;
"Alois";"Senior Staff";88162.0;
"Valter";"Senior Staff";94448.0;
"Hugh";"Senior Staff";78340.0;
"Phuoc";"Senior Staff";105340.0;
"Bangqing";"Senior Staff";105290.0;
"Yuguang";"Senior Staff";63785.0;
"Saddek";"Senior Staff";109676.0;
"Zeljko";"Senior Staff";115448.0;
"Francesca";"Senior Staff";92816.0;
"Suvo";"Staff";75931.0;
"Leah";"Senior Staff";119339.0;
"Nevin";"Staff";73692.0;
"Szabolcs";"Senior Staff";94328.0;
"Paris";"Staff";67309.0;
"Achilleas";"Senior Staff";92603.0;
"Takahiro";"Staff";84830.0;
"Masadi";"Staff";65955.0;
"Jiang";"Senior Staff";63999.0;
"Marit";"Senior Staff";92399.0;
"Branimir";"Senior Staff";75888.0;
"Zongyan";"Senior Staff";80922.0;
"Yaghout";"Senior Staff";109288.0;
"Girolamo";"Senior Staff";100618.0;
"Adly";"Staff";65769.0;
"Mart";"Senior Staff";72039.0;
"Kristine";"Staff";72831.0;
"Gio";"Senior Staff";77834.0;
"Venkatesan";"Senior Staff";109019.0;
"Dannz";"Staff";85550.0;
"Xianlong";"Senior Staff";86290.0;
"Wilmer";"Senior Staff";70450.0;
"Vasilis";"Senior Staff";85866.0;
"Emran";"Senior Staff";111223.0;
"Georg";"Senior Staff";90704.0;
"Kiyokazu";"Staff";88325.0;
"Serge";"Senior Staff";107232.0;
"Oguz";"Senior Staff";119175.0;
"Shmuel";"Senior Staff";98488.0;
"Rance";"Senior Staff";83623.0;
"Hausi";"Staff";95577.0;
"Khoa";"Senior Staff";74402.0;
"LiMin";"Staff";65824.0;
"Masali";"Senior Staff";87848.0;
"Shridhar";"Staff";94753.0;
"Izaskun";"Senior Staff";105943.0;
"Hongzhu";"Senior Staff";94773.0;
"Yannik";"Staff";89632.0;
"Mart";"Senior Staff";64888.0;
"Baoqiu";"Senior Staff";87563.0;
"Luigi";"Senior Staff";111650.0;
"Jinxi";"Senior Staff";98955.0;
"Eirik";"Staff";86805.0;
"Sakthirel";"Senior Staff";89178.0;
"Baruch";"Senior Staff";114206.0;
"JiYoung";"Senior Staff";101811.0;
"Genevieve";"Senior Staff";82927.0;
"Shahid";"Senior Staff";63613.0;
"Souichi";"Senior Staff";118023.0;
"Danel";"Senior Staff";125475.0;
"Jixiang";"Staff";65892.0;
"Hilari";"Senior Staff";65418.0;
"Peer";"Senior Staff";91214.0;
"Yongdong";"Senior Staff";76556.0;
"Yifei";"Senior Staff";102447.0;
"Subhash";"Staff";99460.0;
"Chinhyun";"Senior Staff";103819.0;
"Mahendra";"Staff";63519.0;
"Breannda";"Senior Staff";92661.0;
"Hatem";"Senior Staff";103707.0;
"Freyja";"Senior Staff";76320.0;
"Aloys";"Senior Staff";94316.0;
"Nirmal";"Senior Staff";88144.0;
"Nikolaus";"Senior Staff";77131.0;
"Uta";"Senior Staff";83045.0;
"Hsiangchu";"Staff";62504.0;
"Randy";"Senior Staff";92982.0;
"Achilleas";"Senior Staff";91857.0;
"Zdislav";"Senior Staff";111421.0;
"Yoshimitsu";"Senior Staff";108465.0;
"Yinghua";"Senior Staff";81905.0;
"Lubomir";"Senior Staff";75836.0;
"Sibyl";"Senior Staff";104618.0;
"Almudena";"Senior Staff";91088.0;
"Anneke";"Staff";69476.0;
"Suzette";"Senior Staff";96406.0;
"Shim";"Senior Staff";94884.0;
"Mats";"Senior Staff";92573.0;
"Jackson";"Senior Staff";105923.0;
"Nakhoon";"Staff";78912.0;
"Remmert";"Senior Staff";59463.0;
"Xiaoshan";"Senior Staff";104541.0;
"Akemi";"Senior Staff";84889.0;
"Nevin";"Senior Staff";98876.0;
"Kwee";"Senior Staff";78889.0;
"Djenana";"Senior Staff";97363.0;
"JoAnne";"Senior Staff";96923.0;
"Mamdouh";"Senior Staff";111301.0;
"Poornachandra";"Staff";79262.0;
"Seongbae";"Senior Staff";96692.0;
"Jessie";"Senior Staff";107430.0;
"Heon";"Staff";82772.0;
"Aamer";"Senior Staff";118981.0;
"Palash";"Staff";91657.0;
"Xuejun";"Senior Staff";94374.0;
"Jagoda";"Staff";93998.0;
"Valdiodio";"Senior Staff";65553.0;
"Mandell";"Senior Staff";90519.0;
"Shaibal";"Senior Staff";50707.0;
"Fabrizio";"Senior Staff";58679.0;
"Morrie";"Senior Staff";83098.0;
"Duri";"Staff";86930.0;
"Ziva";"Senior Staff";88771.0;
"Masadi";"Senior Staff";141680.0;
"Matk";"Senior Staff";74423.0;
"Gao";"Senior Staff";115868.0;
"Aris";"Senior Staff";55418.0;
"Jaideep";"Senior Staff";91082.0;
"Shiv";"Senior Staff";112634.0;
"Kokou";"Senior Staff";135737.0;
"Panayotis";"Senior Staff";102445.0;
"Arno";"Senior Staff";60593.0;
"Dekang";"Staff";62283.0;
"Kwangyoen";"Senior Staff";79799.0;
"Itzchak";"Senior Staff";103781.0;
"Rosalie";"Senior Staff";61885.0;
"Kazuhiro";"Senior Staff";107865.0;
"Kayoko";"Senior Staff";79035.0;
"Kensyu";"Senior Staff";65130.0;
"Huan";"Staff";76221.0;
"Xiaopeng";"Staff";70151.0;
"Yoshinari";"Senior Staff";100888.0;
"Shrikanth";"Senior Staff";80144.0;
"Duri";"Senior Staff";98248.0;
"Youssef";"Senior Staff";75987.0;
"Djenana";"Senior Staff";126776.0;
"Marsal";"Senior Staff";90744.0;
"Geoff";"Staff";70224.0;
"Marco";"Staff";75215.0;
"Giao";"Senior Staff";90908.0;
"Adit";"Senior Staff";98334.0;
"Mountaz";"Senior Staff";69147.0;
"Masaru";"Senior Staff";62457.0;
"Ibibia";"Senior Staff";72138.0;
"JiYoung";"Staff";67596.0;
"Akeel";"Senior Staff";119927.0;
"Mads";"Staff";72452.0;
"Olivera";"Senior Staff";92898.0;
"Supot";"Staff";78596.0;
"Subhada";"Staff";89706.0;
"Lihong";"Senior Staff";97223.0;
"Ashish";"Senior Staff";100417.0;
"Marie";"Staff";57847.0;
"Hirochika";"Senior Staff";85618.0;
"King";"Senior Staff";95697.0;
"Hideo";"Senior Staff";90806.0;
"Constantijn";"Senior Staff";80663.0;
"Shiv";"Staff";74193.0;
"Shem";"Senior Staff";87064.0;
"Arfst";"Staff";92752.0;
"Shaowei";"Staff";70682.0;
"Xiaoqiang";"Senior Staff";62978.0;
"Juyoung";"Senior Staff";101628.0;
"Adil";"Senior Staff";82498.0;
"Nadjib";"Senior Staff";86471.0;
"Navin";"Senior Staff";111713.0;
"Subir";"Staff";57825.0;
"Francoise";"Staff";77180.0;
"Zejun";"Senior Staff";92357.0;
"Xudong";"Senior Staff";90689.0;
"Satosi";"Senior Staff";87467.0;
"Bernt";"Senior Staff";109586.0;
"Jianhao";"Senior Staff";97026.0;
"Dipayan";"Senior Staff";55408.0;
"Brigham";"Senior Staff";80582.0;
"Augustine";"Senior Staff";97409.0;
"Vatsa";"Staff";94034.0;
"Reinhold";"Senior Staff";55706.0;
"Tomofumi";"Staff";85147.0;
"Jackson";"Senior Staff";70467.0;
"Steen";"Senior Staff";98106.0;
"Leandro";"Senior Staff";63091.0;
"Masoud";"Staff";74755.0;
"Mona";"Senior Staff";74030.0;
"Kenton";"Senior Staff";90671.0;
"Arve";"Staff";87928.0;
"Jayson";"Senior Staff";76187.0;
"Khue";"Staff";58994.0;
"Isamu";"Senior Staff";55841.0;
"Heekeun";"Senior Staff";90751.0;
"Rildo";"Senior Staff";92101.0;
"Brewster";"Senior Staff";103841.0;
"Jianhui";"Staff";100006.0;
"Baocai";"Senior Staff";78101.0;
"Monique";"Senior Staff";53328.0;
"Gladys";"Senior Staff";71222.0;
"Tamiya";"Senior Staff";89081.0;
"Khaled";"Senior Staff";82569.0;
"Divine";"Senior Staff";73285.0;
"Lein";"Senior Staff";83171.0;
"Mircea";"Senior Staff";72383.0;
"Tetsurou";"Senior Staff";104220.0;
"Khalil";"Staff";68374.0;
"Adel";"Senior Staff";62342.0;
"Ottavia";"Senior Staff";52001.0;
"Sandeepan";"Senior Staff";82384.0;
"Aran";"Senior Staff";59448.0;
"Yannik";"Senior Staff";81296.0;
"Yefim";"Senior Staff";77445.0;
"Gonzalo";"Senior Staff";70827.0;
"Weicheng";"Senior Staff";152687.0;
"Guttorm";"Senior Staff";87639.0;
"Nikolaos";"Senior Staff";81351.0;
"Shaleah";"Senior Staff";99466.0;
"Tse";"Staff";79382.0;
"Margareta";"Senior Staff";119400.0;
"Sigeru";"Staff";94026.0;
"Premal";"Senior Staff";80205.0;
"Bartek";"Senior Staff";100967.0;
"Abdelwaheb";"Senior Staff";91048.0;
"Satosi";"Staff";50390.0;
"Saniya";"Senior Staff";45423.0;
"Jixiang";"Senior Staff";100676.0;
"Apostol";"Staff";91257.0;
"Khosrow";"Senior Staff";88452.0;
"Zito";"Senior Staff";71517.0;
"Anneke";"Senior Staff";117063.0;
"Kien";"Senior Staff";126151.0;
"Mariangiola";"Staff";91375.0;
"Yannis";"Senior Staff";69792.0;
"Munenori";"Senior Staff";141431.0;
"Kwan";"Senior Staff";107173.0;
"Moheb";"Staff";57578.0;
"Terresa";"Senior Staff";74046.0;
"Uma";"Senior Staff";98798.0;
"Kwangjo";"Staff";73409.0;
"Uriel";"Senior Staff";94995.0;
"Jaana";"Senior Staff";71989.0;
"Nathalie";"Senior Staff";117644.0;
"Udo";"Staff";59571.0;
"Marit";"Senior Staff";112168.0;
"Kristof";"Senior Staff";93851.0;
"Takushi";"Senior Staff";82491.0;
"Sham";"Senior Staff";88741.0;
"Yinghua";"Senior Staff";95943.0;
"Anneli";"Senior Staff";88337.0;
"Fei";"Senior Staff";118242.0;
"Kwok";"Staff";115819.0;
"Rildo";"Senior Staff";102837.0;
"Kolar";"Senior Staff";72869.0;
"Baziley";"Senior Staff";97466.0;
"Larisa";"Senior Staff";95577.0;
"Aram";"Staff";73115.0;
"Mizuhito";"Senior Staff";103466.0;
"Muneo";"Staff";54260.0;
"Willard";"Senior Staff";85327.0;
"Jiang";"Staff";96984.0;
"Divier";"Senior Staff";97779.0;
"Chriss";"Staff";92199.0;
"Mayumi";"Senior Staff";126929.0;
"Moie";"Senior Staff";68075.0;
"Matt";"Senior Staff";77511.0;
"Golgen";"Senior Staff";90520.0;
"Parke";"Senior Staff";71466.0;
"Jaewoo";"Senior Staff";70177.0;
"Sumali";"Staff";72215.0;
"Mariusz";"Senior Staff";96638.0;
"Rimon";"Senior Staff";90367.0;
"Kazuhito";"Senior Staff";81886.0;
"Chiranjit";"Senior Staff";123407.0;
"Amabile";"Senior Staff";91870.0;
"Breannda";"Senior Staff";94133.0;
"Toshimo";"Senior Staff";91731.0;
"Mariangiola";"Senior Staff";78523.0;
"Renee";"Senior Staff";75945.0;
"Subhrajyoti";"Staff";75449.0;
"Lein";"Senior Staff";110904.0;
"Pradeep";"Senior Staff";66153.0;
"Nechama";"Senior Staff";115942.0;
"Kwok";"Staff";93249.0;
"Badri";"Senior Staff";120076.0;
"Marsha";"Senior Staff";124342.0;
"Shugo";"Senior Staff";66958.0;
"Mitsuyuki";"Senior Staff";152220.0;
"Yannik";"Senior Staff";92226.0;
"Djenana";"Senior Staff";84575.0;
"Wojceich";"Staff";81625.0;
"Yaghout";"Senior Staff";117059.0;
"Kersti";"Senior Staff";118933.0;
"Eran";"Senior Staff";135922.0;
"Rafail";"Senior Staff";88097.0;
"Huai";"Senior Staff";80901.0;
"Toshiki";"Senior Staff";91692.0;
"Edwin";"Senior Staff";91194.0;
"Janalee";"Senior Staff";100539.0;
"Perry";"Staff";97823.0;
"Neven";"Staff";90475.0;
"Fay";"Staff";81528.0;
"Radhia";"Senior Staff";121710.0;
"Bedrich";"Senior Staff";82193.0;
"Raimond";"Senior Staff";98260.0;
"Yuguang";"Senior Staff";97682.0;
"Isaac";"Senior Staff";98541.0;
"Toshiki";"Senior Staff";87829.0;
"Bernice";"Staff";86026.0;
"Shakhar";"Senior Staff";109878.0;
"Moto";"Senior Staff";99047.0;
"Uno";"Staff";51987.0;
"Vitaly";"Senior Staff";100776.0;
"Behnaam";"Senior Staff";94926.0;
"Nigel";"Senior Staff";80201.0;
"Marla";"Senior Staff";63898.0;
"Prasadram";"Senior Staff";56765.0;
"Xiaoshan";"Staff";84542.0;
"Constantine";"Senior Staff";111705.0;
"Mari";"Senior Staff";83723.0;
"Xinyu";"Senior Staff";74339.0;
"Perry";"Senior Staff";87795.0;
"Radhika";"Staff";85606.0;
"Shai";"Senior Staff";114194.0;
"Demin";"Senior Staff";124796.0;
"Anneke";"Senior Staff";93345.0;
"Xumin";"Staff";97734.0;
"Shai";"Senior Staff";79555.0;
"Navin";"Senior Staff";91808.0;
"Etsuo";"Senior Staff";109641.0;
"Qingxiang";"Senior Staff";60572.0;
"Kinh";"Senior Staff";86085.0;
"Shigehiro";"Senior Staff";87583.0;
"Frederique";"Senior Staff";83279.0;
"Conor";"Senior Staff";132786.0;
"Vishv";"Senior Staff";63963.0;
"Diederik";"Staff";93594.0;
"Gay";"Senior Staff";52854.0;
"Rimli";"Staff";73144.0;
"Van";"Senior Staff";82597.0;
"Udaiprakash";"Senior Staff";70766.0;
"Basil";"Senior Staff";69827.0;
"Mansur";"Senior Staff";91931.0;
"Duke";"Senior Staff";114888.0;
"Fox";"Senior Staff";95277.0;
"Khalid";"Senior Staff";94187.0;
"Tonny";"Senior Staff";83220.0;
"Yongmin";"Senior Staff";101604.0;
"Mabo";"Senior Staff";84003.0;
"Chikara";"Senior Staff";70209.0;
"Tristan";"Staff";72998.0;
"Chirstian";"Senior Staff";73018.0;
"Falguni";"Senior Staff";96967.0;
"Toshimi";"Senior Staff";77944.0;
"Sahrah";"Senior Staff";70287.0;
"Zvonko";"Senior Staff";63269.0;
"Bader";"Staff";103659.0;
"Torsten";"Senior Staff";111032.0;
"Macha";"Senior Staff";93286.0;
"Radhia";"Senior Staff";84026.0;
"Lillian";"Senior Staff";91109.0;
"Arno";"Senior Staff";74122.0;
"Yefim";"Senior Staff";111293.0;
"Marke";"Senior Staff";52176.0;
"Berna";"Staff";80880.0;
"Marko";"Senior Staff";100739.0;
"Shin";"Senior Staff";89527.0;
"Shietung";"Staff";86050.0;
"Marek";"Senior Staff";89656.0;
"Marla";"Senior Staff";99651.0;
"Jaques";"Senior Staff";91685.0;
"Yannis";"Senior Staff";90291.0;
"Zhigen";"Senior Staff";124061.0;
"Tran";"Senior Staff";60025.0;
"Marc";"Senior Staff";69953.0;
"Satyanarayana";"Senior Staff";110948.0;
"Domenico";"Staff";70482.0;
"Bedrich";"Senior Staff";118394.0;
"Candido";"Staff";66515.0;
"Kannan";"Staff";81430.0;
"Masako";"Senior Staff";67970.0;
"Demin";"Senior Staff";96942.0;
"Chenxi";"Senior Staff";57287.0;
"Fayez";"Staff";100532.0;
"Sakthirel";"Senior Staff";80118.0;
"Paraskevi";"Senior Staff";103730.0;
"Mani";"Staff";79537.0;
"Susanta";"Senior Staff";67172.0;
"Akeno";"Senior Staff";95668.0;
"Baziley";"Senior Staff";122575.0;
"Kensyu";"Staff";76324.0;
"Ohad";"Senior Staff";103856.0;
"Khatoun";"Senior Staff";99402.0;
"Kaijung";"Senior Staff";83123.0;
"Juyoung";"Senior Staff";106898.0;
"Nadjib";"Senior Staff";86865.0;
"Hauke";"Staff";42600.0;
"Gopalakrishnan";"Senior Staff";81783.0;
"Tuval";"Senior Staff";86936.0;
"Gou";"Senior Staff";100206.0;
"Vitali";"Senior Staff";85744.0;
"Visit";"Senior Staff";83238.0;
"Zongyan";"Senior Staff";88161.0;
"Mizuhito";"Staff";96697.0;
"Martial";"Senior Staff";77048.0;
"Alain";"Senior Staff";85098.0;
"Dharmaraja";"Staff";90192.0;
"Xuejun";"Senior Staff";106528.0;
"Janalee";"Senior Staff";105658.0;
"Boriana";"Staff";75012.0;
"Mikhail";"Staff";80959.0;
"Miyeon";"Staff";81829.0;
"Minghong";"Senior Staff";81621.0;
"Krister";"Senior Staff";110168.0;
"Gennadi";"Senior Staff";83524.0;
"Oscal";"Senior Staff";84345.0;
"Arch";"Senior Staff";68583.0;
"Dipankar";"Senior Staff";108863.0;
"Seongbae";"Senior Staff";95505.0;
"Matk";"Senior Staff";77906.0;
"Gor";"Senior Staff";108168.0;
"Brewster";"Staff";88480.0;
"Danil";"Senior Staff";126999.0;
"Christ";"Senior Staff";104568.0;
"Baziley";"Senior Staff";121930.0;
"Laurentiu";"Senior Staff";104055.0;
"Akemi";"Senior Staff";53494.0;
"Stafford";"Senior Staff";74493.0;
"Tadahiko";"Staff";105386.0;
"Eckart";"Staff";53566.0;
"Chenyi";"Staff";59512.0;
"Gen";"Senior Staff";96009.0;
"Martijn";"Staff";60708.0;
"Subhash";"Staff";78118.0;
"Muneo";"Senior Staff";72948.0;
"Xudong";"Senior Staff";79395.0;
"Debatosh";"Senior Staff";87755.0;
"Shigehito";"Senior Staff";102804.0;
"Zsolt";"Senior Staff";91684.0;
"Dekang";"Senior Staff";91581.0;
"Indrajit";"Senior Staff";67655.0;
"Otilia";"Staff";64572.0;
"Jaana";"Senior Staff";99285.0;
"Kristinn";"Senior Staff";109555.0;
"Subhada";"Senior Staff";81297.0;
"Kerryn";"Senior Staff";90477.0;
"Mitchel";"Senior Staff";94471.0;
"Zhenbing";"Senior Staff";120010.0;
"Luigi";"Senior Staff";116769.0;
"Oscal";"Senior Staff";75726.0;
"Uno";"Staff";94620.0;
"Shuzo";"Senior Staff";114632.0;
"Isaac";"Senior Staff";84807.0;
"Abdulla";"Senior Staff";76455.0;
"Kazuhide";"Senior Staff";85004.0;
"Chikako";"Senior Staff";55285.0;
"Shooichi";"Staff";98987.0;
"Nikolaus";"Senior Staff";78700.0;
"Pragnesh";"Senior Staff";113740.0;
"Eben";"Staff";52419.0;
"Dines";"Senior Staff";143727.0;
"Morris";"Staff";102508.0;
"Nitsan";"Senior Staff";100013.0;
"Shigehiro";"Senior Staff";97723.0;
"Kolar";"Senior Staff";74313.0;
"Marlo";"Senior Staff";103962.0;
"Zissis";"Senior Staff";97666.0;
"Miomir";"Senior Staff";89839.0;
"Hsiangchu";"Senior Staff";105721.0;
"Mingsen";"Senior Staff";114480.0;
"Geraldo";"Senior Staff";102638.0;
"Prodip";"Senior Staff";105532.0;
"Mandell";"Senior Staff";54383.0;
"Rajmohan";"Senior Staff";92427.0;
"Fumitaka";"Senior Staff";90234.0;
"Sverrir";"Senior Staff";121515.0;
"Angus";"Staff";62785.0;
"Hongzue";"Senior Staff";97491.0;
"Arco";"Senior Staff";102899.0;
"Duke";"Staff";81835.0;
"Giri";"Senior Staff";79100.0;
"Peternela";"Senior Staff";123620.0;
"Wilmer";"Senior Staff";79620.0;
"Ramachenga";"Senior Staff";70460.0;
"Saeed";"Senior Staff";102541.0;
"Ennio";"Senior Staff";94982.0;
"Mara";"Staff";86355.0;
"Chiradeep";"Senior Staff";82396.0;
"Wojceich";"Senior Staff";111097.0;
"Turgut";"Staff";97785.0;
"Vasilii";"Senior Staff";87952.0;
"Jayson";"Staff";54462.0;
"Jaewoo";"Staff";88194.0;
"Yonghong";"Senior Staff";101411.0;
"Bikash";"Senior Staff";97483.0;
"Shichao";"Senior Staff";100457.0;
"Taiji";"Senior Staff";65331.0;
"Weijing";"Senior Staff";74596.0;
"Tadahiro";"Senior Staff";110992.0;
"Zorica";"Staff";78659.0;
"Gaetan";"Staff";80682.0;
"Susanta";"Staff";69741.0;
"Jahangir";"Staff";61775.0;
"Shaunak";"Senior Staff";110550.0;
"Aleksandar";"Staff";77194.0;
"Lijie";"Senior Staff";99834.0;
"Jolita";"Staff";89991.0;
"Bilhanan";"Senior Staff";97884.0;
"Mari";"Staff";61698.0;
"Arie";"Senior Staff";112149.0;
"Greger";"Senior Staff";105859.0;
"Abdulla";"Senior Staff";79675.0;
"Hitomi";"Senior Staff";104406.0;
"Susanta";"Senior Staff";93155.0;
"Uzi";"Senior Staff";120412.0;
"Elvis";"Senior Staff";81472.0;
"Byong";"Senior Staff";118862.0;
"Chirstian";"Senior Staff";67481.0;
"Phuoc";"Senior Staff";82821.0;
"Miyeon";"Senior Staff";97994.0;
"Petter";"Senior Staff";88088.0;
"Make";"Senior Staff";83264.0;
"Arlette";"Senior Staff";104585.0;
"Yonghong";"Senior Staff";70139.0;
"Geoffry";"Senior Staff";105235.0;
"Frazer";"Senior Staff";110098.0;
"Florina";"Senior Staff";76424.0;
"Caolyn";"Senior Staff";70502.0;
"Saeed";"Senior Staff";76673.0;
"Kiyotoshi";"Senior Staff";82919.0;
"Anestis";"Senior Staff";91962.0;
"Shuzo";"Senior Staff";123557.0;
"Elrique";"Senior Staff";125962.0;
"Mandell";"Senior Staff";113531.0;
"Taizo";"Senior Staff";100672.0;
"Fumitake";"Staff";83381.0;
"Mariangiola";"Senior Staff";113872.0;
"Deniz";"Senior Staff";84801.0;
"Nahid";"Senior Staff";90862.0;
"Owen";"Senior Staff";77527.0;
"Kolar";"Senior Staff";95052.0;
"Arunachalam";"Senior Staff";106574.0;
"Anwar";"Staff";74032.0;
"Behnaam";"Senior Staff";102639.0;
"Kagan";"Senior Staff";72123.0;
"Moie";"Senior Staff";104476.0;
"Danel";"Staff";91679.0;
"Xiaoshan";"Senior Staff";112328.0;
"Kristof";"Senior Staff";86361.0;
"Xiaobin";"Senior Staff";93479.0;
"Hercules";"Senior Staff";94249.0;
"Kristina";"Senior Staff";113645.0;
"Tzu";"Senior Staff";125633.0;
"Kerryn";"Senior Staff";81072.0;
"Yuping";"Senior Staff";92293.0;
"Uri";"Senior Staff";87070.0;
"Kwok";"Senior Staff";60309.0;
"Paloma";"Staff";73550.0;
"Tesuro";"Senior Staff";59456.0;
"Shahar";"Senior Staff";83718.0;
"Zhaofang";"Staff";85406.0;
"Teunis";"Senior Staff";84183.0;
"Xianlong";"Senior Staff";88442.0;
"Dmitri";"Senior Staff";92138.0;
"Miomir";"Senior Staff";90633.0;
"Moriyoshi";"Senior Staff";76748.0;
"Danil";"Senior Staff";118122.0;
"Uma";"Senior Staff";119345.0;
"Nathan";"Staff";80794.0;
"Yuchang";"Senior Staff";112543.0;
"Heping";"Staff";85411.0;
"Shigehito";"Senior Staff";104289.0;
"Zsolt";"Senior Staff";105538.0;
"Hisao";"Senior Staff";94266.0;
"Breannda";"Senior Staff";71946.0;
"Maria";"Senior Staff";90612.0;
"Kaijung";"Senior Staff";120936.0;
"Zhigen";"Senior Staff";99230.0;
"Geraldo";"Senior Staff";82290.0;
"Claude";"Senior Staff";104358.0;
"Chikara";"Staff";89663.0;
"Mansur";"Staff";58887.0;
"Sachio";"Staff";66450.0;
"Pranjal";"Senior Staff";93015.0;
"Leon";"Senior Staff";67244.0;
"Arve";"Senior Staff";100554.0;
"Toshimo";"Staff";78770.0;
"Iara";"Senior Staff";102087.0;
"Jenwei";"Senior Staff";83216.0;
"Faiza";"Senior Staff";105381.0;
"Dhritiman";"Senior Staff";81669.0;
"Harngdar";"Staff";98532.0;
"Nakhoon";"Senior Staff";79156.0;
"Raimond";"Senior Staff";95244.0;
"Somnath";"Senior Staff";92799.0;
"Yechiam";"Staff";48447.0;
"Pohua";"Staff";90135.0;
"Xiping";"Senior Staff";131417.0;
"Yinlin";"Senior Staff";99226.0;
"Moto";"Senior Staff";110165.0;
"Maris";"Senior Staff";102681.0;
"Lihong";"Staff";97844.0;
"Zorica";"Senior Staff";110476.0;
"Suebskul";"Senior Staff";84215.0;
"Narain";"Senior Staff";62266.0;
"Barna";"Senior Staff";86280.0;
"Mountaz";"Senior Staff";127001.0;
"Sumali";"Senior Staff";104409.0;
"Yechezkel";"Senior Staff";66658.0;
"Renee";"Senior Staff";80813.0;
"Zsolt";"Senior Staff";68974.0;
"Sashi";"Senior Staff";98685.0;
"Mingzeng";"Staff";77430.0;
"Shalesh";"Senior Staff";90634.0;
"Minghong";"Senior Staff";114422.0;
"Masaki";"Staff";52406.0;
"Christfried";"Senior Staff";109024.0;
"Boutros";"Senior Staff";100633.0;
"Xuedong";"Senior Staff";92451.0;
"Sverrir";"Senior Staff";72802.0;
"Jongsuk";"Senior Staff";90073.0;
"Shmuel";"Staff";97448.0;
"Yakkov";"Senior Staff";115787.0;
"Munenori";"Senior Staff";86836.0;
"Fumino";"Senior Staff";87047.0;
"Menkae";"Senior Staff";62373.0;
"Rosli";"Senior Staff";116305.0;
"Aruna";"Senior Staff";84673.0;
"Inderjeet";"Senior Staff";98607.0;
"Filipp";"Senior Staff";120322.0;
"Ymte";"Senior Staff";111296.0;
"Mostafa";"Senior Staff";124240.0;
"Vivian";"Senior Staff";79012.0;
